LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,ParameterList,Message
248,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_2', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_2'],Found block rdd_42_2 locally
249,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_0', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_0'],Found block rdd_42_0 locally
250,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '-790', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '-790', '829', '0']","Times: total = 39, boot = -790, init = 829, finish = 0"
251,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '-784', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['38', '-784', '822', '0']","Times: total = 38, boot = -784, init = 822, finish = 0"
252,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '-784', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '-784', '823', '0']","Times: total = 39, boot = -784, init = 823, finish = 0"
253,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '4.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1284).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['4.0', '28.0', '1284).', '2087']",Finished task 4.0 in stage 28.0 (TID 1284). 2087 bytes result sent to driver
254,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '-768', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '-768', '809', '0']","Times: total = 41, boot = -768, init = 809, finish = 0"
255,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '2.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1282).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['2.0', '28.0', '1282).', '2087']",Finished task 2.0 in stage 28.0 (TID 1282). 2087 bytes result sent to driver
256,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '3.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1283).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['3.0', '28.0', '1283).', '2087']",Finished task 3.0 in stage 28.0 (TID 1283). 2087 bytes result sent to driver
257,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '-793', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['49', '-793', '841', '1']","Times: total = 49, boot = -793, init = 841, finish = 1"
258,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1285'],Got assigned task 1285
259,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '5.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1285)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['5.0', '28.0', '1285)']",Running task 5.0 in stage 28.0 (TID 1285)
260,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '0.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1280).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['0.0', '28.0', '1280).', '2087']",Finished task 0.0 in stage 28.0 (TID 1280). 2087 bytes result sent to driver
261,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1286'],Got assigned task 1286
262,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '6.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1286)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['6.0', '28.0', '1286)']",Running task 6.0 in stage 28.0 (TID 1286)
263,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1287'],Got assigned task 1287
264,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '1.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1281).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['1.0', '28.0', '1281).', '2087']",Finished task 1.0 in stage 28.0 (TID 1281). 2087 bytes result sent to driver
265,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '7.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1287)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['7.0', '28.0', '1287)']",Running task 7.0 in stage 28.0 (TID 1287)
266,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1288'],Got assigned task 1288
267,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '8.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1288)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['8.0', '28.0', '1288)']",Running task 8.0 in stage 28.0 (TID 1288)
268,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_5', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_5'],Found block rdd_42_5 locally
269,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_6', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_6'],Found block rdd_42_6 locally
270,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1289'],Got assigned task 1289
271,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '9.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1289)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['9.0', '28.0', '1289)']",Running task 9.0 in stage 28.0 (TID 1289)
272,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_7', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_7'],Found block rdd_42_7 locally
273,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_8', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_8'],Found block rdd_42_8 locally
274,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_9', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_9'],Found block rdd_42_9 locally
275,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['38', '23', '15', '0']","Times: total = 38, boot = 23, init = 15, finish = 0"
276,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '16', '24', '0']","Times: total = 40, boot = 16, init = 24, finish = 0"
277,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '6.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1286).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['6.0', '28.0', '1286).', '2087']",Finished task 6.0 in stage 28.0 (TID 1286). 2087 bytes result sent to driver
278,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '13', '28', '1']","Times: total = 42, boot = 13, init = 28, finish = 1"
279,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '5.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1285).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['5.0', '28.0', '1285).', '2087']",Finished task 5.0 in stage 28.0 (TID 1285). 2087 bytes result sent to driver
280,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '23', '16', '0']","Times: total = 39, boot = 23, init = 16, finish = 0"
281,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '13', '29', '0']","Times: total = 42, boot = 13, init = 29, finish = 0"
282,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '7.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1287).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['7.0', '28.0', '1287).', '2087']",Finished task 7.0 in stage 28.0 (TID 1287). 2087 bytes result sent to driver
283,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1290'],Got assigned task 1290
284,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '10.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1290)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['10.0', '28.0', '1290)']",Running task 10.0 in stage 28.0 (TID 1290)
285,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1291'],Got assigned task 1291
286,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '11.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1291)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['11.0', '28.0', '1291)']",Running task 11.0 in stage 28.0 (TID 1291)
287,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1292'],Got assigned task 1292
288,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '9.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1289).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['9.0', '28.0', '1289).', '2087']",Finished task 9.0 in stage 28.0 (TID 1289). 2087 bytes result sent to driver
289,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '8.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1288).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['8.0', '28.0', '1288).', '2087']",Finished task 8.0 in stage 28.0 (TID 1288). 2087 bytes result sent to driver
290,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '12.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1292)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['12.0', '28.0', '1292)']",Running task 12.0 in stage 28.0 (TID 1292)
291,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_10', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_10'],Found block rdd_42_10 locally
292,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1293'],Got assigned task 1293
293,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '13.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1293)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['13.0', '28.0', '1293)']",Running task 13.0 in stage 28.0 (TID 1293)
294,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_11', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_11'],Found block rdd_42_11 locally
295,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1294'],Got assigned task 1294
296,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '14.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1294)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['14.0', '28.0', '1294)']",Running task 14.0 in stage 28.0 (TID 1294)
297,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_12', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_12'],Found block rdd_42_12 locally
298,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_13', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_13'],Found block rdd_42_13 locally
299,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_14', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_14'],Found block rdd_42_14 locally
300,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '21', '19', '0']","Times: total = 40, boot = 21, init = 19, finish = 0"
301,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '19', '20', '0']","Times: total = 39, boot = 19, init = 20, finish = 0"
302,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '17', '24', '0']","Times: total = 41, boot = 17, init = 24, finish = 0"
303,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '10.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1290).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['10.0', '28.0', '1290).', '2087']",Finished task 10.0 in stage 28.0 (TID 1290). 2087 bytes result sent to driver
304,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '12.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1292).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['12.0', '28.0', '1292).', '2087']",Finished task 12.0 in stage 28.0 (TID 1292). 2087 bytes result sent to driver
305,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1295'],Got assigned task 1295
306,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '15.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1295)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['15.0', '28.0', '1295)']",Running task 15.0 in stage 28.0 (TID 1295)
307,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '11.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1291).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['11.0', '28.0', '1291).', '2087']",Finished task 11.0 in stage 28.0 (TID 1291). 2087 bytes result sent to driver
308,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1296'],Got assigned task 1296
309,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '16.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1296)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['16.0', '28.0', '1296)']",Running task 16.0 in stage 28.0 (TID 1296)
310,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '12', '28', '1']","Times: total = 41, boot = 12, init = 28, finish = 1"
311,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '17', '24', '1']","Times: total = 42, boot = 17, init = 24, finish = 1"
312,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1297'],Got assigned task 1297
313,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '17.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1297)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['17.0', '28.0', '1297)']",Running task 17.0 in stage 28.0 (TID 1297)
314,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_15', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_15'],Found block rdd_42_15 locally
315,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '14.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1294).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['14.0', '28.0', '1294).', '2087']",Finished task 14.0 in stage 28.0 (TID 1294). 2087 bytes result sent to driver
316,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '13.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1293).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['13.0', '28.0', '1293).', '2087']",Finished task 13.0 in stage 28.0 (TID 1293). 2087 bytes result sent to driver
317,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_17', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_17'],Found block rdd_42_17 locally
318,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1298'],Got assigned task 1298
319,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_16', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_16'],Found block rdd_42_16 locally
320,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '18.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1298)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['18.0', '28.0', '1298)']",Running task 18.0 in stage 28.0 (TID 1298)
321,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1299'],Got assigned task 1299
322,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '19.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1299)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['19.0', '28.0', '1299)']",Running task 19.0 in stage 28.0 (TID 1299)
323,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_18', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_18'],Found block rdd_42_18 locally
324,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_19', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_19'],Found block rdd_42_19 locally
325,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '19', '21', '0']","Times: total = 40, boot = 19, init = 21, finish = 0"
326,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '20', '20', '0']","Times: total = 40, boot = 20, init = 20, finish = 0"
327,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '15', '24', '0']","Times: total = 39, boot = 15, init = 24, finish = 0"
328,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '15.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1295).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['15.0', '28.0', '1295).', '2087']",Finished task 15.0 in stage 28.0 (TID 1295). 2087 bytes result sent to driver
329,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '16.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1296).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['16.0', '28.0', '1296).', '2087']",Finished task 16.0 in stage 28.0 (TID 1296). 2087 bytes result sent to driver
330,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '17.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1297).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['17.0', '28.0', '1297).', '2087']",Finished task 17.0 in stage 28.0 (TID 1297). 2087 bytes result sent to driver
