LineId,Date,Time,Level,Node,Component,Id,Content,EventId,EventTemplate,ParameterList,Message
471,2015-07-29,"19:35:12,186",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"['Connection', ' ', 'broken', ' ', 'for', ' ', 'id', ' ', '<*>', ',', ' ', 'my', ' ', 'id', ' ', '=', ' ', '<*>', ',', ' ', 'error', ' ', '=']",d91560a0,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']","Connection broken for id 188978561024, my id = 3, error ="
472,2015-07-29,"19:35:15,420",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,"['Interrupting', ' ', 'SendWorker']",273e53f2,Interrupting SendWorker,[],Interrupting SendWorker
473,2015-07-29,"19:35:18,677",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,"['Received', ' ', 'connection', ' ', 'request', ' ', '/<*>']",f4cc9d27,Received connection request /<*>,['10.10.34.11:49662'],Received connection request /10.10.34.11:49662
474,2015-07-29,"19:35:18,863",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"['Connection', ' ', 'broken', ' ', 'for', ' ', 'id', ' ', '<*>', ',', ' ', 'my', ' ', 'id', ' ', '=', ' ', '<*>', ',', ' ', 'error', ' ', '=']",d91560a0,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']","Connection broken for id 188978561024, my id = 3, error ="
475,2015-07-29,"19:35:22,018",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,"['Interrupted', ' ', 'while', ' ', 'waiting', ' ', 'for', ' ', 'message', ' ', 'on', ' ', 'queue']",45a3ec5d,Interrupted while waiting for message on queue,[],Interrupted while waiting for message on queue
476,2015-07-29,"19:35:22,095",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,"['Received', ' ', 'connection', ' ', 'request', ' ', '/<*>']",f4cc9d27,Received connection request /<*>,['10.10.34.12:49822'],Received connection request /10.10.34.12:49822
477,2015-07-29,"19:35:25,543",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"['Connection', ' ', 'broken', ' ', 'for', ' ', 'id', ' ', '<*>', ',', ' ', 'my', ' ', 'id', ' ', '=', ' ', '<*>', ',', ' ', 'error', ' ', '=']",d91560a0,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']","Connection broken for id 188978561024, my id = 3, error ="
478,2015-07-29,"19:35:25,550",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,"['Received', ' ', 'connection', ' ', 'request', ' ', '/<*>']",f4cc9d27,Received connection request /<*>,['10.10.34.13:47115'],Received connection request /10.10.34.13:47115
479,2015-07-29,"19:35:38,717",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,"['Interrupting', ' ', 'SendWorker']",273e53f2,Interrupting SendWorker,[],Interrupting SendWorker
480,2015-07-29,"19:35:42,141",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,"['Interrupted', ' ', 'while', ' ', 'waiting', ' ', 'for', ' ', 'message', ' ', 'on', ' ', 'queue']",45a3ec5d,Interrupted while waiting for message on queue,[],Interrupted while waiting for message on queue
481,2015-07-29,"19:35:48,731",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"['Connection', ' ', 'broken', ' ', 'for', ' ', 'id', ' ', '<*>', ',', ' ', 'my', ' ', 'id', ' ', '=', ' ', '<*>', ',', ' ', 'error', ' ', '=']",d91560a0,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']","Connection broken for id 188978561024, my id = 3, error ="
482,2015-07-29,"19:35:48,732",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"['Connection', ' ', 'broken', ' ', 'for', ' ', 'id', ' ', '<*>', ',', ' ', 'my', ' ', 'id', ' ', '=', ' ', '<*>', ',', ' ', 'error', ' ', '=']",d91560a0,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']","Connection broken for id 188978561024, my id = 3, error ="
483,2015-07-29,"19:35:48,930",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,"['Received', ' ', 'connection', ' ', 'request', ' ', '/<*>']",f4cc9d27,Received connection request /<*>,['10.10.34.13:47199'],Received connection request /10.10.34.13:47199
484,2015-07-29,"19:35:52,078",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,"['Interrupted', ' ', 'while', ' ', 'waiting', ' ', 'for', ' ', 'message', ' ', 'on', ' ', 'queue']",45a3ec5d,Interrupted while waiting for message on queue,[],Interrupted while waiting for message on queue
485,2015-07-29,"19:35:52,160",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,"['Interrupted', ' ', 'while', ' ', 'waiting', ' ', 'for', ' ', 'message', ' ', 'on', ' ', 'queue']",45a3ec5d,Interrupted while waiting for message on queue,[],Interrupted while waiting for message on queue
486,2015-07-29,"19:35:58,950",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,"['Received', ' ', 'connection', ' ', 'request', ' ', '/<*>']",f4cc9d27,Received connection request /<*>,['10.10.34.13:47234'],Received connection request /10.10.34.13:47234
487,2015-07-29,"19:36:02,290",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"['Connection', ' ', 'broken', ' ', 'for', ' ', 'id', ' ', '<*>', ',', ' ', 'my', ' ', 'id', ' ', '=', ' ', '<*>', ',', ' ', 'error', ' ', '=']",d91560a0,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']","Connection broken for id 188978561024, my id = 3, error ="
488,2015-07-29,"19:36:02,292",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"['Connection', ' ', 'broken', ' ', 'for', ' ', 'id', ' ', '<*>', ',', ' ', 'my', ' ', 'id', ' ', '=', ' ', '<*>', ',', ' ', 'error', ' ', '=']",d91560a0,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']","Connection broken for id 188978561024, my id = 3, error ="
489,2015-07-29,"19:36:05,518",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,"['Interrupting', ' ', 'SendWorker']",273e53f2,Interrupting SendWorker,[],Interrupting SendWorker
490,2015-07-29,"19:36:05,519",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"['Connection', ' ', 'broken', ' ', 'for', ' ', 'id', ' ', '<*>', ',', ' ', 'my', ' ', 'id', ' ', '=', ' ', '<*>', ',', ' ', 'error', ' ', '=']",d91560a0,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']","Connection broken for id 188978561024, my id = 3, error ="
491,2015-07-29,"19:36:08,774",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,"['Interrupted', ' ', 'while', ' ', 'waiting', ' ', 'for', ' ', 'message', ' ', 'on', ' ', 'queue']",45a3ec5d,Interrupted while waiting for message on queue,[],Interrupted while waiting for message on queue
492,2015-07-29,"19:36:08,857",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,"['Received', ' ', 'connection', ' ', 'request', ' ', '/<*>']",f4cc9d27,Received connection request /<*>,['10.10.34.12:49993'],Received connection request /10.10.34.12:49993
493,2015-07-29,"19:36:08,858",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,"['Interrupted', ' ', 'while', ' ', 'waiting', ' ', 'for', ' ', 'message', ' ', 'on', ' ', 'queue']",45a3ec5d,Interrupted while waiting for message on queue,[],Interrupted while waiting for message on queue
494,2015-07-29,"19:36:12,304",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,"['Send', ' ', 'worker', ' ', 'leaving', ' ', 'thread']",7a2ec7d0,Send worker leaving thread,[],Send worker leaving thread
495,2015-07-29,"19:36:12,311",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,"['Received', ' ', 'connection', ' ', 'request', ' ', '/<*>']",f4cc9d27,Received connection request /<*>,['10.10.34.13:47282'],Received connection request /10.10.34.13:47282
496,2015-07-29,"19:36:15,454",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,"['Interrupting', ' ', 'SendWorker']",273e53f2,Interrupting SendWorker,[],Interrupting SendWorker
497,2015-07-29,"19:36:15,651",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,"['Send', ' ', 'worker', ' ', 'leaving', ' ', 'thread']",7a2ec7d0,Send worker leaving thread,[],Send worker leaving thread
498,2015-07-29,"19:36:22,134",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,"['Received', ' ', 'connection', ' ', 'request', ' ', '/<*>']",f4cc9d27,Received connection request /<*>,['10.10.34.11:49880'],Received connection request /10.10.34.11:49880
499,2015-07-29,"19:36:22,333",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,"['Send', ' ', 'worker', ' ', 'leaving', ' ', 'thread']",7a2ec7d0,Send worker leaving thread,[],Send worker leaving thread
500,2015-07-29,"19:36:28,819",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,"['Send', ' ', 'worker', ' ', 'leaving', ' ', 'thread']",7a2ec7d0,Send worker leaving thread,[],Send worker leaving thread
501,2015-07-29,"19:36:29,010",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,"['Received', ' ', 'connection', ' ', 'request', ' ', '/<*>']",f4cc9d27,Received connection request /<*>,['10.10.34.13:47340'],Received connection request /10.10.34.13:47340
502,2015-07-29,"19:36:29,011",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,"['Received', ' ', 'connection', ' ', 'request', ' ', '/<*>']",f4cc9d27,Received connection request /<*>,['10.10.34.13:47342'],Received connection request /10.10.34.13:47342
503,2015-07-29,"19:36:32,240",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,"['Interrupted', ' ', 'while', ' ', 'waiting', ' ', 'for', ' ', 'message', ' ', 'on', ' ', 'queue']",45a3ec5d,Interrupted while waiting for message on queue,[],Interrupted while waiting for message on queue
504,2015-07-29,"19:36:35,499",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,"['Received', ' ', 'connection', ' ', 'request', ' ', '/<*>']",f4cc9d27,Received connection request /<*>,['10.10.34.11:49938'],Received connection request /10.10.34.11:49938
505,2015-07-29,"19:36:38,838",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,"['Received', ' ', 'connection', ' ', 'request', ' ', '/<*>']",f4cc9d27,Received connection request /<*>,['10.10.34.11:49949'],Received connection request /10.10.34.11:49949
506,2015-07-29,"19:36:42,177",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,"['Received', ' ', 'connection', ' ', 'request', ' ', '/<*>']",f4cc9d27,Received connection request /<*>,['10.10.34.11:49957'],Received connection request /10.10.34.11:49957
507,2015-07-29,"19:36:45,518",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"['Connection', ' ', 'broken', ' ', 'for', ' ', 'id', ' ', '<*>', ',', ' ', 'my', ' ', 'id', ' ', '=', ' ', '<*>', ',', ' ', 'error', ' ', '=']",d91560a0,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']","Connection broken for id 188978561024, my id = 3, error ="
508,2015-07-29,"19:36:45,520",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"['Connection', ' ', 'broken', ' ', 'for', ' ', 'id', ' ', '<*>', ',', ' ', 'my', ' ', 'id', ' ', '=', ' ', '<*>', ',', ' ', 'error', ' ', '=']",d91560a0,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']","Connection broken for id 188978561024, my id = 3, error ="
509,2015-07-29,"19:36:48,859",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,"['Send', ' ', 'worker', ' ', 'leaving', ' ', 'thread']",7a2ec7d0,Send worker leaving thread,[],Send worker leaving thread
510,2015-07-29,"19:36:58,955",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"['Connection', ' ', 'broken', ' ', 'for', ' ', 'id', ' ', '<*>', ',', ' ', 'my', ' ', 'id', ' ', '=', ' ', '<*>', ',', ' ', 'error', ' ', '=']",d91560a0,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']","Connection broken for id 188978561024, my id = 3, error ="
511,2015-07-29,"19:36:59,065",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,"['Interrupted', ' ', 'while', ' ', 'waiting', ' ', 'for', ' ', 'message', ' ', 'on', ' ', 'queue']",45a3ec5d,Interrupted while waiting for message on queue,[],Interrupted while waiting for message on queue
512,2015-07-29,"19:37:02,404",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,"['Received', ' ', 'connection', ' ', 'request', ' ', '/<*>']",f4cc9d27,Received connection request /<*>,['10.10.34.13:47454'],Received connection request /10.10.34.13:47454
513,2015-07-29,"19:37:02,415",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,"['Received', ' ', 'connection', ' ', 'request', ' ', '/<*>']",f4cc9d27,Received connection request /<*>,['10.10.34.13:47464'],Received connection request /10.10.34.13:47464
514,2015-07-29,"19:37:05,751",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"['Connection', ' ', 'broken', ' ', 'for', ' ', 'id', ' ', '<*>', ',', ' ', 'my', ' ', 'id', ' ', '=', ' ', '<*>', ',', ' ', 'error', ' ', '=']",d91560a0,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']","Connection broken for id 188978561024, my id = 3, error ="
515,2015-07-29,"19:37:08,902",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,"['Send', ' ', 'worker', ' ', 'leaving', ' ', 'thread']",7a2ec7d0,Send worker leaving thread,[],Send worker leaving thread
516,2015-07-29,"19:37:09,091",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,"['Interrupting', ' ', 'SendWorker']",273e53f2,Interrupting SendWorker,[],Interrupting SendWorker
517,2015-07-29,"19:37:09,092",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,"['Interrupted', ' ', 'while', ' ', 'waiting', ' ', 'for', ' ', 'message', ' ', 'on', ' ', 'queue']",45a3ec5d,Interrupted while waiting for message on queue,[],Interrupted while waiting for message on queue
518,2015-07-29,"19:37:12,435",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,"['Received', ' ', 'connection', ' ', 'request', ' ', '/<*>']",f4cc9d27,Received connection request /<*>,['10.10.34.13:47500'],Received connection request /10.10.34.13:47500
519,2015-07-29,"19:37:18,925",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"['Connection', ' ', 'broken', ' ', 'for', ' ', 'id', ' ', '<*>', ',', ' ', 'my', ' ', 'id', ' ', '=', ' ', '<*>', ',', ' ', 'error', ' ', '=']",d91560a0,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '3']","Connection broken for id 188978561024, my id = 3, error ="
520,2015-07-29,"19:37:19,003",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,"['Interrupting', ' ', 'SendWorker']",273e53f2,Interrupting SendWorker,[],Interrupting SendWorker
521,2015-07-29,"19:53:54,912",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,"['Closed', ' ', 'socket', ' ', 'connection', ' ', 'for', ' ', 'client', ' ', '/<*>', ' ', '(no', ' ', 'session', ' ', 'established', ' ', 'for', ' ', 'client)']",40db7d01,Closed socket connection for client /<*> (no session established for client),['10.10.34.13:54265'],Closed socket connection for client /10.10.34.13:54265 (no session established for client)
522,2015-07-29,"19:54:00,915",INFO,WorkerReceiver[myid=3],FastLeaderElection,542,"['Notification', ':', ' ', '<*>', ' ', '(n.leader)', ',', ' ', '0x10000006b', ' ', '(n.zxid)', ',', ' ', '0x2', ' ', '(n.round)', ',', ' ', 'LOOKING', ' ', '(n.state)', ',', ' ', '<*>', ' ', '(n.sid)', ',', ' ', '0x1', ' ', '(n.peerEPoch)', ',', ' ', 'LOOKING', ' ', '(my', ' ', 'state)']",b071c188,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)","['3', '0x10000006b', '0x2', '3', '0x1']","Notification: 3 (n.leader), 0x10000006b (n.zxid), 0x2 (n.round), LOOKING (n.state), 3 (n.sid), 0x1 (n.peerEPoch), LOOKING (my state)"
523,2015-07-29,"19:55:01,647",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,"['Closed', ' ', 'socket', ' ', 'connection', ' ', 'for', ' ', 'client', ' ', '/<*>', ' ', '(no', ' ', 'session', ' ', 'established', ' ', 'for', ' ', 'client)']",40db7d01,Closed socket connection for client /<*> (no session established for client),['10.10.34.13:54294'],Closed socket connection for client /10.10.34.13:54294 (no session established for client)
524,2015-07-29,"19:55:02,980",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,"['Accepted', ' ', 'socket', ' ', 'connection', ' ', 'from', ' ', '/<*>']",c2d2b5cf,Accepted socket connection from /<*>,['10.10.34.13:54298'],Accepted socket connection from /10.10.34.13:54298
525,2015-07-29,"19:55:19,655",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,"['Accepted', ' ', 'socket', ' ', 'connection', ' ', 'from', ' ', '/<*>']",c2d2b5cf,Accepted socket connection from /<*>,['10.10.34.13:54310'],Accepted socket connection from /10.10.34.13:54310
526,2015-07-29,"21:01:45,071",INFO,CommitProcessor,3:ZooKeeperServer,595,"['Established', ' ', 'session', ' ', '0x34ed9ac1c1e0007', ' ', 'with', ' ', 'negotiated', ' ', 'timeout', ' ', '<*>', ' ', 'for', ' ', 'client', ' ', '/<*>']",a6705c08,Established session <*> with negotiated timeout <*> for client /<*>,"['0x34ed9ac1c1e0007', '10000', '10.10.34.12:59224']",Established session 0x34ed9ac1c1e0007 with negotiated timeout 10000 for client /10.10.34.12:59224
527,2015-07-29,"21:34:44,640",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,"['Connection', ' ', 'request', ' ', 'from', ' ', 'old', ' ', 'client', ' ', '/<*>', ';', ' ', 'will', ' ', 'be', ' ', 'dropped', ' ', 'if', ' ', 'server', ' ', 'is', ' ', 'in', ' ', 'r-o', ' ', 'mode']",b9a04571,Connection request from old client /<*>; will be dropped if server is in r-o mode,['10.10.34.12:59230'],Connection request from old client /10.10.34.12:59230; will be dropped if server is in r-o mode
528,2015-07-29,"21:34:46,432",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,"['Accepted', ' ', 'socket', ' ', 'connection', ' ', 'from', ' ', '/<*>']",c2d2b5cf,Accepted socket connection from /<*>,['10.10.34.12:59235'],Accepted socket connection from /10.10.34.12:59235
529,2015-07-29,"21:34:47,040",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,"['Client', ' ', 'attempting', ' ', 'to', ' ', 'establish', ' ', 'new', ' ', 'session', ' ', 'at', ' ', '/<*>']",16e13a06,Client attempting to establish new session at /<*>,['10.10.34.17:51260'],Client attempting to establish new session at /10.10.34.17:51260
530,2015-07-29,"23:02:33,103",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,"['Client', ' ', 'attempting', ' ', 'to', ' ', 'establish', ' ', 'new', ' ', 'session', ' ', 'at', ' ', '/<*>']",16e13a06,Client attempting to establish new session at /<*>,['10.10.34.38:43508'],Client attempting to establish new session at /10.10.34.38:43508
531,2015-07-29,"23:05:05,988",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,"['caught', ' ', 'end', ' ', 'of', ' ', 'stream', ' ', 'exception']",ecefe136,caught end of stream exception,[],caught end of stream exception
532,2015-07-29,"23:42:53,384",INFO,CommitProcessor,3:ZooKeeperServer,595,"['Established', ' ', 'session', ' ', '0x34ed9ac1c1e002e', ' ', 'with', ' ', 'negotiated', ' ', 'timeout', ' ', '<*>', ' ', 'for', ' ', 'client', ' ', '/<*>']",a6705c08,Established session <*> with negotiated timeout <*> for client /<*>,"['0x34ed9ac1c1e002e', '10000', '10.10.34.42:39469']",Established session 0x34ed9ac1c1e002e with negotiated timeout 10000 for client /10.10.34.42:39469
533,2015-07-29,"23:44:22,733",INFO,CommitProcessor,3:ZooKeeperServer,595,"['Established', ' ', 'session', ' ', '0x34ed9ac1c1e0036', ' ', 'with', ' ', 'negotiated', ' ', 'timeout', ' ', '<*>', ' ', 'for', ' ', 'client', ' ', '/<*>']",a6705c08,Established session <*> with negotiated timeout <*> for client /<*>,"['0x34ed9ac1c1e0036', '10000', '10.10.34.36:37583']",Established session 0x34ed9ac1c1e0036 with negotiated timeout 10000 for client /10.10.34.36:37583
534,2015-07-29,"23:44:23,034",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,"['Client', ' ', 'attempting', ' ', 'to', ' ', 'establish', ' ', 'new', ' ', 'session', ' ', 'at', ' ', '/<*>']",16e13a06,Client attempting to establish new session at /<*>,['10.10.34.39:45022'],Client attempting to establish new session at /10.10.34.39:45022
535,2015-07-29,"23:52:09,561",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,"['Accepted', ' ', 'socket', ' ', 'connection', ' ', 'from', ' ', '/<*>']",c2d2b5cf,Accepted socket connection from /<*>,['10.10.34.41:54923'],Accepted socket connection from /10.10.34.41:54923
536,2015-07-30,"14:38:37,500",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,"['Accepted', ' ', 'socket', ' ', 'connection', ' ', 'from', ' ', '/<*>']",c2d2b5cf,Accepted socket connection from /<*>,['10.10.34.11:35811'],Accepted socket connection from /10.10.34.11:35811
537,2015-07-30,"14:48:54,960",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,"['caught', ' ', 'end', ' ', 'of', ' ', 'stream', ' ', 'exception']",ecefe136,caught end of stream exception,[],caught end of stream exception
538,2015-07-30,"14:52:35,531",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,"['Accepted', ' ', 'socket', ' ', 'connection', ' ', 'from', ' ', '/<*>']",c2d2b5cf,Accepted socket connection from /<*>,['10.10.34.11:37021'],Accepted socket connection from /10.10.34.11:37021
539,2015-07-30,"15:13:40,916",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,"['Closed', ' ', 'socket', ' ', 'connection', ' ', 'for', ' ', 'client', ' ', '/<*>', ' ', 'which', ' ', 'had', ' ', 'sessionid', ' ', '0x34ed9ac1c1e0059']",faeda298,Closed socket connection for client /<*> which had sessionid <*>,"['10.10.34.12:59284', '0x34ed9ac1c1e0059']",Closed socket connection for client /10.10.34.12:59284 which had sessionid 0x34ed9ac1c1e0059
540,2015-07-30,"15:13:40,916",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,"['caught', ' ', 'end', ' ', 'of', ' ', 'stream', ' ', 'exception']",ecefe136,caught end of stream exception,[],caught end of stream exception
541,2015-07-30,"15:13:49,197",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,"['Client', ' ', 'attempting', ' ', 'to', ' ', 'establish', ' ', 'new', ' ', 'session', ' ', 'at', ' ', '/<*>']",16e13a06,Client attempting to establish new session at /<*>,['10.10.34.13:54387'],Client attempting to establish new session at /10.10.34.13:54387
542,2015-07-30,"15:13:54,423",INFO,CommitProcessor,3:ZooKeeperServer,595,"['Established', ' ', 'session', ' ', '0x34ed9ac1c1e0064', ' ', 'with', ' ', 'negotiated', ' ', 'timeout', ' ', '<*>', ' ', 'for', ' ', 'client', ' ', '/<*>']",a6705c08,Established session <*> with negotiated timeout <*> for client /<*>,"['0x34ed9ac1c1e0064', '10000', '10.10.34.11:37111']",Established session 0x34ed9ac1c1e0064 with negotiated timeout 10000 for client /10.10.34.11:37111
543,2015-07-30,"15:14:15,378",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,"['Connection', ' ', 'request', ' ', 'from', ' ', 'old', ' ', 'client', ' ', '/<*>', ';', ' ', 'will', ' ', 'be', ' ', 'dropped', ' ', 'if', ' ', 'server', ' ', 'is', ' ', 'in', ' ', 'r-o', ' ', 'mode']",b9a04571,Connection request from old client /<*>; will be dropped if server is in r-o mode,['10.10.34.11:37116'],Connection request from old client /10.10.34.11:37116; will be dropped if server is in r-o mode
544,2015-07-30,"15:32:23,858",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,"['Accepted', ' ', 'socket', ' ', 'connection', ' ', 'from', ' ', '/<*>']",c2d2b5cf,Accepted socket connection from /<*>,['10.10.34.11:37330'],Accepted socket connection from /10.10.34.11:37330
545,2015-07-30,"16:18:14,811",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,"['Closed', ' ', 'socket', ' ', 'connection', ' ', 'for', ' ', 'client', ' ', '/<*>', ' ', 'which', ' ', 'had', ' ', 'sessionid', ' ', '0x34ed9ac1c1e0086']",faeda298,Closed socket connection for client /<*> which had sessionid <*>,"['10.10.34.18:46783', '0x34ed9ac1c1e0086']",Closed socket connection for client /10.10.34.18:46783 which had sessionid 0x34ed9ac1c1e0086
546,2015-07-30,"16:18:36,028",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,"['Closed', ' ', 'socket', ' ', 'connection', ' ', 'for', ' ', 'client', ' ', '/<*>', ' ', 'which', ' ', 'had', ' ', 'sessionid', ' ', '0x34ed9ac1c1e0093']",faeda298,Closed socket connection for client /<*> which had sessionid <*>,"['10.10.34.11:40581', '0x34ed9ac1c1e0093']",Closed socket connection for client /10.10.34.11:40581 which had sessionid 0x34ed9ac1c1e0093
547,2015-07-30,"16:21:13,810",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,"['caught', ' ', 'end', ' ', 'of', ' ', 'stream', ' ', 'exception']",ecefe136,caught end of stream exception,[],caught end of stream exception
548,2015-07-30,"16:21:27,293",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,"['Accepted', ' ', 'socket', ' ', 'connection', ' ', 'from', ' ', '/<*>']",c2d2b5cf,Accepted socket connection from /<*>,['10.10.34.12:59323'],Accepted socket connection from /10.10.34.12:59323
549,2015-07-30,"16:34:25,605",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,"['Connection', ' ', 'request', ' ', 'from', ' ', 'old', ' ', 'client', ' ', '/<*>', ';', ' ', 'will', ' ', 'be', ' ', 'dropped', ' ', 'if', ' ', 'server', ' ', 'is', ' ', 'in', ' ', 'r-o', ' ', 'mode']",b9a04571,Connection request from old client /<*>; will be dropped if server is in r-o mode,['10.10.34.13:54616'],Connection request from old client /10.10.34.13:54616; will be dropped if server is in r-o mode
550,2015-07-30,"16:34:35,580",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,"['Connection', ' ', 'request', ' ', 'from', ' ', 'old', ' ', 'client', ' ', '/<*>', ';', ' ', 'will', ' ', 'be', ' ', 'dropped', ' ', 'if', ' ', 'server', ' ', 'is', ' ', 'in', ' ', 'r-o', ' ', 'mode']",b9a04571,Connection request from old client /<*>; will be dropped if server is in r-o mode,['10.10.34.14:49822'],Connection request from old client /10.10.34.14:49822; will be dropped if server is in r-o mode
