LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId,EventTemplate,ParameterList,Message
507,-,1133455305,2005.12.01,R66-M0-N5-C:J13-U11,2005-12-01-08.41.45.677601,R66-M0-N5-C:J13-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10722', '0', '0', '0']","10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
508,-,1133455319,2005.12.01,R40-M0-N8-C:J06-U11,2005-12-01-08.41.59.328614,R40-M0-N8-C:J06-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
509,-,1133455322,2005.12.01,R66-M0-NC-C:J04-U11,2005-12-01-08.42.02.759879,R66-M0-NC-C:J04-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10684', '0', '0', '0']","10684 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
510,-,1133455455,2005.12.01,R44-M0-N3-C:J05-U01,2005-12-01-08.44.15.799524,R44-M0-N3-C:J05-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
511,-,1133455467,2005.12.01,R40-M1-NE-C:J10-U11,2005-12-01-08.44.27.738774,R40-M1-NE-C:J10-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10676', '0', '0', '0']","10676 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
512,-,1133455483,2005.12.01,R43-M0-N2-C:J09-U01,2005-12-01-08.44.43.581956,R43-M0-N2-C:J09-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
513,-,1133455488,2005.12.01,R25-M0-N7-C:J07-U01,2005-12-01-08.44.48.531704,R25-M0-N7-C:J07-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
514,-,1133455494,2005.12.01,R44-M1-NC-C:J03-U01,2005-12-01-08.44.54.498009,R44-M1-NC-C:J03-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10714', '0', '0', '0']","10714 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
515,-,1133455498,2005.12.01,R45-M1-NC-C:J07-U01,2005-12-01-08.44.58.904349,R45-M1-NC-C:J07-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10712', '0', '0', '0']","10712 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
516,-,1133455511,2005.12.01,R25-M1-ND-C:J08-U01,2005-12-01-08.45.11.599274,R25-M1-ND-C:J08-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
517,-,1133455517,2005.12.01,R43-M1-ND-C:J08-U01,2005-12-01-08.45.17.404927,R43-M1-ND-C:J08-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10636', '0', '0', '0']","10636 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
518,-,1133455621,2005.12.01,R26-M0-N9-C:J06-U01,2005-12-01-08.47.01.109678,R26-M0-N9-C:J06-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10664', '0', '0', '0']","10664 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
519,-,1133455631,2005.12.01,R24-M0-N5-C:J03-U11,2005-12-01-08.47.11.934066,R24-M0-N5-C:J03-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10730', '0', '0', '0']","10730 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
520,-,1133455641,2005.12.01,R27-M1-N6-C:J11-U11,2005-12-01-08.47.21.734190,R27-M1-N6-C:J11-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10722', '0', '0', '0']","10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
521,-,1133455641,2005.12.01,R23-M0-ND-C:J11-U11,2005-12-01-08.47.21.966726,R23-M0-ND-C:J11-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10722', '0', '0', '0']","10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
522,-,1133455642,2005.12.01,R23-M0-ND-C:J08-U11,2005-12-01-08.47.22.963148,R23-M0-ND-C:J08-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
523,-,1133455643,2005.12.01,R22-M0-N5-C:J06-U11,2005-12-01-08.47.23.541583,R22-M0-N5-C:J06-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
524,-,1133455648,2005.12.01,R23-M0-N2-C:J09-U11,2005-12-01-08.47.28.894064,R23-M0-N2-C:J09-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['10736', '0', '0', '0']","10736 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
525,-,1133455649,2005.12.01,R23-M1-N5-C:J07-U11,2005-12-01-08.47.29.441454,R23-M1-N5-C:J07-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
526,-,1133455654,2005.12.01,R24-M0-N6-C:J05-U11,2005-12-01-08.47.34.385432,R24-M0-N6-C:J05-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
527,-,1133455660,2005.12.01,R24-M0-N9-C:J10-U11,2005-12-01-08.47.40.003136,R24-M0-N9-C:J10-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'microseconds', ' ', 'spent', ' ', 'in', ' ', 'the', ' ', 'rbs', ' ', 'signal', ' ', 'handler', ' ', 'during', ' ', '<*>', ' ', 'calls.', ' ', '<*>', ' ', 'microseconds', ' ', 'was', ' ', 'the', ' ', 'maximum', ' ', 'time', ' ', 'for', ' ', 'a', ' ', 'single', ' ', 'instance', ' ', 'of', ' ', 'a', ' ', 'correctable', ' ', 'ddr.']",322228ab,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,"['0', '0', '0']",0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
528,-,1133458296,2005.12.01,R00-M0-NA-C:J14-U11,2005-12-01-09.31.36.346830,R00-M0-NA-C:J14-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['720', '0', '0', '0']","720 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
529,-,1133458363,2005.12.01,R00-M0-N8-C:J17-U01,2005-12-01-09.32.43.947020,R00-M0-N8-C:J17-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'total', ' ', 'interrupts.', ' ', '<*>', ' ', 'critical', ' ', 'input', ' ', 'interrupts.', ' ', '<*>', ' ', 'microseconds', ' ', 'total', ' ', 'spent', ' ', 'on', ' ', 'critical', ' ', 'input', ' ', 'interrupts', ',', ' ', '<*>', ' ', 'microseconds', ' ', 'max', ' ', 'time', ' ', 'in', ' ', 'a', ' ', 'critical', ' ', 'input', ' ', 'interrupt.']",0045c3a8,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.","['720', '0', '0', '0']","720 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
530,-,1133474785,2005.12.01,R47-M1-N4-C:J17-U11,2005-12-01-14.06.25.612025,R47-M1-N4-C:J17-U11,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x00284720', ',', ' ', 'mask', ' ', '0x11']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['27', '0x00284720', '0x11']","CE sym 27, at 0x00284720, mask 0x11"
531,-,1133475318,2005.12.01,R20-M1-NB-C:J09-U01,2005-12-01-14.15.18.446368,R20-M1-NB-C:J09-U01,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x0021d9c0', ',', ' ', 'mask', ' ', '0x20']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['9', '0x0021d9c0', '0x20']","CE sym 9, at 0x0021d9c0, mask 0x20"
532,-,1133573986,2005.12.02,R66-M0-N1-C:J03-U01,2005-12-02-17.39.46.428006,R66-M0-N1-C:J03-U01,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x06a72120', ',', ' ', 'mask', ' ', '0x04']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['15', '0x06a72120', '0x04']","CE sym 15, at 0x06a72120, mask 0x04"
533,-,1133625592,2005.12.03,R06-M1-NF-C:J12-U01,2005-12-03-07.59.52.640827,R06-M1-NF-C:J12-U01,RAS,KERNEL,INFO,"['<*>', ' ', 'ddr', ' ', 'error(s)', ' ', 'detected', ' ', 'and', ' ', 'corrected', ' ', 'on', ' ', 'rank', ' ', '<*>', ',', ' ', 'symbol', ' ', '<*>', ' ', 'over', ' ', '<*>', ' ', 'seconds']",30b3b946,"<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds","['1', '0', '24', '335']","1 ddr error(s) detected and corrected on rank 0, symbol 24 over 335 seconds"
534,-,1133630999,2005.12.03,R10-M1-N2,2005-12-03-09.29.59.645290,R10-M1-N2,NULL,HARDWARE,WARNING,"['PrepareForService', ' ', 'shutting', ' ', 'down', ' ', 'Node', ' ', 'card(mLctn(R10-M1-N2)', ',', ' ', 'mCardSernum(203231503833343000000000594c31304b34323934303257)', ',', ' ', 'mLp(FF', ':', 'F2', ':', '9F', ':', '<*>', ':', 'E0', ':', 'DA', ':', '<*>', ':', '0D', ':', '<*>', ':', 'E9', ':', '1F', ':', '25)', ',', ' ', 'mIp(10.1.1.164)', ',', ' ', 'mType(4))', ' ', 'as', ' ', 'part', ' ', 'of', ' ', 'Service', ' ', 'Action', ' ', '<*>']",ea55c1d7,"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:<*>:E0:DA:<*>:0D:<*>:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action <*>","['16', '00', '60', '648']","PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648"
535,-,1133638373,2005.12.03,R56-M0-NA-C:J15-U11,2005-12-03-11.32.53.165837,R56-M0-NA-C:J15-U11,RAS,KERNEL,INFO,"['Kernel', ' ', 'detected', ' ', '<*>', ' ', 'integer', ' ', 'alignment', ' ', 'exceptions', ' ', '<*>', ' ', 'iar', ' ', '<*>', ',', ' ', 'dear', ' ', '<*>', ' ', '<*>', ' ', 'iar', ' ', '<*>', ',', ' ', 'dear', ' ', '<*>', ' ', '<*>', ' ', 'iar', ' ', '<*>', ',', ' ', 'dear', ' ', '<*>', ' ', '<*>', ' ', 'iar', ' ', '<*>', ',', ' ', 'dear', ' ', '<*>', ' ', '<*>', ' ', 'iar', ' ', '<*>', ',', ' ', 'dear', ' ', '<*>', ' ', '<*>', ' ', 'iar', ' ', '<*>', ',', ' ', 'dear', ' ', '<*>', ' ', '<*>', ' ', 'iar', ' ', '<*>', ',', ' ', 'dear', ' ', '<*>', ' ', '<*>', ' ', 'iar', ' ', '<*>', ',', ' ', 'dear', ' ', '<*>']",2fe09ae5,"Kernel detected <*> integer alignment exceptions <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*> <*> iar <*>, dear <*>","['35591540', '(35591533)', '0x0023f108', '0x1feaa260', '(35591534)', '0x00265564', '0x1feaa1c0', '(35591535)', '0x00265574', '0x1feaa1e0', '(35591536)', '0x00265578', '0x1feaa200', '(35591537)', '0x00265588', '0x1feaa220', '(35591538)', '0x0026558c', '0x1feaa240', '(35591539)', '0x00265594', '0x1feaa260', '(35591540)', '0x00265598', '0x1feaa280']","Kernel detected 35591540 integer alignment exceptions (35591533) iar 0x0023f108, dear 0x1feaa260 (35591534) iar 0x00265564, dear 0x1feaa1c0 (35591535) iar 0x00265574, dear 0x1feaa1e0 (35591536) iar 0x00265578, dear 0x1feaa200 (35591537) iar 0x00265588, dear 0x1feaa220 (35591538) iar 0x0026558c, dear 0x1feaa240 (35591539) iar 0x00265594, dear 0x1feaa260 (35591540) iar 0x00265598, dear 0x1feaa280"
536,-,1133646587,2005.12.03,R55-M0-N9-C:J06-U11,2005-12-03-13.49.47.382429,R55-M0-N9-C:J06-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'tree', ' ', 'receiver', ' ', '<*>', ' ', 'in', ' ', 're-synch', ' ', 'state', ' ', 'event(s)', ' ', '(dcr', ' ', '0x0185)', ' ', 'detected', ' ', 'over', ' ', '<*>', ' ', 'seconds']",f11a9859,<*> tree receiver <*> in re-synch state event(s) (dcr 0x0185) detected over <*> seconds,"['1', '1', '244']",1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 244 seconds
537,-,1133691676,2005.12.04,R65-M1-NA-C:J14-U01,2005-12-04-02.21.16.848710,R65-M1-NA-C:J14-U01,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x1b70b860', ',', ' ', 'mask', ' ', '0x80']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['27', '0x1b70b860', '0x80']","CE sym 27, at 0x1b70b860, mask 0x80"
538,-,1133700378,2005.12.04,R60-M0-N2-C:J12-U11,2005-12-04-04.46.18.276872,R60-M0-N2-C:J12-U11,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x1ff2fc60', ',', ' ', 'mask', ' ', '0x04']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['33', '0x1ff2fc60', '0x04']","CE sym 33, at 0x1ff2fc60, mask 0x04"
539,-,1133700386,2005.12.04,R21-M1-N4-C:J10-U01,2005-12-04-04.46.26.869771,R21-M1-N4-C:J10-U01,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x18e33e80', ',', ' ', 'mask', ' ', '0x04']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['12', '0x18e33e80', '0x04']","CE sym 12, at 0x18e33e80, mask 0x04"
540,-,1133706305,2005.12.04,R74-M0-N1-C:J05-U01,2005-12-04-06.25.05.145493,R74-M0-N1-C:J05-U01,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x042358a0', ',', ' ', 'mask', ' ', '0x20']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['30', '0x042358a0', '0x20']","CE sym 30, at 0x042358a0, mask 0x20"
